others,freq
4441 placement n,6275
4442 dough n,6294
4443 grandchild n,5826
4444 dam n,5968
4445 reportedly r,5911
4446 well-known j,5782
4447 surrounding j,5826
4448 ecological j,6443
4449 outfit n,5850
4450 unprecedented j,5798
4451 columnist n,5997
4452 workout n,6414
4453 preliminary j,5908
4454 patent n,6024
4455 shy j,5806
4456 quote n,6228
4457 trash n,5811
4458 disabled j,5952
4459 gross j,5802
4460 damn j,6269
4461 hormone n,6230
4462 texture n,5994
4463 counter v,5722
4464 pencil n,5936
4465 associate j,5859
4466 frontier n,5897
4467 spray n,6005
4468 bet n,5801
4469 disclose v,5879
4470 custody n,5957
4471 banker n,5933
4472 beast n,6052
4473 interfere v,5709
4474 oak n,5938
4475 case c,5791
4476 eighth m,5814
4477 notebook n,5884
4478 outline v,5859
4484 innovative j,5921
4485 shark n,6164
4486 reward v,5676
4487 mill n,5761
4488 installation n,5938
4479 gaze v,6379
4480 attendance n,5963
4481 speculation n,5698
4482 uncover v,5696
4483 behalf i,5727
4489 stimulate v,5898
4490 tag n,5735
4491 vertical j,5950
4494 catalog n,5925
4495 outsider n,5690
4496 sacrifice v,5641
4492 swimming n,5735
4497 desperately r,5701
4493 fleet n,5781
4498 stance n,5812
4499 compel v,5728
4506 hike v,6111
4507 required j,5953
4508 confrontation n,5762
4509 colorful j,5773
4510 ideal n,5978
4500 sensitivity n,5981
4501 someday r,5744
4502 instant j,5765
4503 debut n,5986
4504 proclaim v,5716
4505 worldwide r,5781
4517 sack n,5880
4518 cease v,5679
4519 inherit v,5563
4520 tray n,6021
4521 pioneer n,5755
4511 constitution n,6111
4512 trainer n,5845
4513 Thanksgiving n,5859
4514 scent n,6050
4515 stack n,5858
4516 eyebrow n,6212
4522 organizational j,6445
4528 emerging j,5942
4523 textbook n,5968
4524 uh u,6155
4525 nasty j,5682
4526 shrink v,5617
4527 model v,5925
4529 dot n,5795
4530 wheat n,5730
4531 fierce j,5622
4532 envision v,5619
4533 rational j,5941
4534 kingdom n,5674
4539 vocal j,5727
4535 aisle n,5828
4536 weaken v,5640
4537 protocol n,6031
4538 exclusively r,5852
4540 marketplace n,5650
4541 openly r,5558
4542 unfair j,5656
4543 terrain n,5873
4544 deploy v,5674
4545 risky j,5632
4546 pasta n,6062
4547 genre n,5919
4548 distract v,5720
4549 merit n,5670
4550 planner n,5797
4551 depressed j,5543
4552 chunk n,5682
4553 closest j,5506
4554 discount n,5809
4559 breathing n,5798
4555 no d,5591
4556 ladder n,5720
4557 jungle n,5693
4558 migration n,6067
4560 invade v,5653
4561 hurricane n,6439
4562 retailer n,5915
4563 classify v,5964
4564 wound v,5660
4565 coup n,6179
4566 aid v,5676
4567 ambassador n,5847
4568 density n,6040
4569 supportive j,5662
4570 curiosity n,5630
4571 skip v,5635
4572 aggression n,6215
4573 stimulus n,6215
4574 journalism n,5684
4575 robot n,6023
4576 flood v,5531
4577 dip v,5664
4578 likewise r,5821
4579 informal j,5931
4580 Persian j,6340
4581 feather n,5744
4582 sphere n,5881
4583 tighten v,5665
4584 boast v,5731
4585 pat v,5968
4586 perceived j,6386
4587 sole j,5535
4588 publicity n,5557
4589 major n,5678
4590 unfold v,5420
4591 joke v,5576
4592 well-being n,6005
4593 validity n,6401
4594 ecosystem n,6215
4599 compliance n,5973
4595 strictly r,5532
4596 partial j,5716
4597 collar n,5791
4598 weed n,5642
4600 streak n,5826
4601 supposedly r,5451
4602 added j,5616
4603 builder n,5720
4604 glimpse n,5567
4605 premise n,5695
4606 specialty n,5622
4607 deem v,5639
4608 artifact n,5773
4609 sneak v,5690
4610 monkey n,5698
4611 mentor n,5757
4612 two-thirds m,5558
4613 listener n,5621
4614 lightning n,5674
4615 legally r,5484
4616 sleeve n,5855
4617 disappointment n,5464
4618 disturb v,5532
4619 rib n,5662
4620 excessive j,5633
4621 high-tech j,5681
4622 debris n,5491
4623 pile v,5609
4624 rod n,5788
4625 logical j,5644
4626 liberal n,5677
4627 ash n,5647
4628 socially r,5814
4629 parish n,5723
4630 slavery n,5712
4631 blank j,5585
4632 commodity n,5659
4633 cure n,5468
4634 mineral n,5758
4635 hunger n,5460
4636 dying j,5504
4637 developmental j,6255
4638 faster j,5538
4639 spare v,5492
4640 halfway r,5695
4641 cure v,5444
4642 equality n,5841
4643 cemetery n,5584
4644 harassment n,5882
4645 deliberately r,5388
4646 fame n,5485
4647 regret v,5479
4653 rim n,5676
4648 striking j,5516
4649 likelihood n,5790
4650 carrot n,5718
4651 atop i,5578
4652 toll n,5587
4654 embarrassed j,5627
4655 fucking j,6472
4656 cling v,5678
4657 isolated j,5482
4658 blink v,6160
4659 suspicious j,5412
4660 wheelchair n,5670
4661 squad n,5520
4662 eligible j,5529
4663 processor n,5882
4664 plunge v,5490
4665 this r,5517
4666 sponsor n,5622
4667 grin n,5944
4668 color v,5465
4669 demographic j,6103
4670 rain v,5597
4675 rally n,5619
4671 chill n,5675
4672 refuge n,5505
4673 steer v,5452
4674 legislator n,5593
4676 programming n,5507
4677 cheer v,5442
4678 outlet n,5497
4679 intact j,5350
4680 vendor n,5543
4681 thrive v,5472
4682 peanut n,5604
4683 chew v,5669
4684 elaborate j,5349
4685 intellectual n,5773
4686 conception n,5953
4687 auction n,5621
4688 steak n,5596
4689 comply v,5452
4690 triumph n,5337
4691 shareholder n,5742
4692 comparable j,5600
4693 transport v,5336
4694 conscience n,5317
4695 calculation n,5577
4696 considerably r,5481
4697 interval n,5708
4698 scratch v,5629
4699 awake j,5806
4700 jurisdiction n,5691
4701 inevitably r,5420
4702 feminist j,5719
4703 constraint n,5942
4704 emotionally r,5321
4705 expedition n,5467
4706 allegedly r,5451
4707 compromise v,5322
4708 strain v,5435
4709 similarity n,5709
4710 butt n,5490
4711 lid n,5558
4712 dumb j,5486
4713 bulk n,5324
4714 sprinkle v,5777
4715 mortality n,5785
4716 philosophical j,5731
4717 conversion n,5627
4718 patron n,5331
4719 municipal j,5536
4720 any r,5352
4721 liver n,5415
4722 harmony n,5410
4723 solely r,5456
4730 running n,5271
4731 palace n,5347
4732 formerly r,5350
4733 peasant n,5609
4734 neat j,5359
4724 tolerance n,5513
4725 instant n,5755
4726 goat n,5459
4727 arm v,5232
4728 blessing n,5222
4729 banana n,5458
4735 grandparent n,5334
4736 lawmaker n,5755
4737 supermarket n,5389
4738 cruise n,5434
4739 mobile j,5339
4740 plain n,5337
4741 part i,5503
4742 calendar n,5258
4743 widow n,5309
4744 deposit n,5497
4745 beard n,5528
4752 brutal j,5193
4753 predator n,5400
4754 poke v,5575
4755 opt v,5371
4756 voluntary j,5504
4746 brake n,5522
4747 downtown r,5483
4748 screening n,5407
4749 impulse n,5305
4750 forbid v,5167
4751 fur n,5466
4757 trouble v,5177
4758 valid j,5509
4759 forum n,5419
4760 dancing n,5243
4761 happily r,5331
4762 soar v,5344
4763 removal n,5488
4764 autonomy n,5849
4765 enact v,5441
4766 round v,5247
4767 thread n,5340
4768 light i,5458
4769 landmark n,5332
4770 unhappy j,5162
4772 coming j,5181
4773 privately r,5212
4774 fraction n,5313
4775 distinctive j,5373
4771 offender n,5417
4776 tourism n,5429
4777 threshold n,5490
4778 calm j,5309
4779 routinely r,5269
4783 straw n,5297
4784 theological j,5684
4785 apart i,5216
4780 suite n,5321
4786 exhaust v,5204
4781 remark v,5289
4782 regulator n,5462
4787 globe n,5166
4788 fragile j,5125
4789 objection n,5276
4790 chemistry n,5192
4791 old-fashioned j,5200
4792 crowded j,5196
4793 circle v,5401
4794 blast n,5241
4795 prevail v,5207
4796 overnight r,5170
4797 denial n,5207
4798 rental n,5357
4799 fantastic j,5269
4800 fragment n,5308
4801 level j,5367
4802 screw v,5361
4803 warmth n,5383
4804 undergraduate n,5683
4805 liquid j,5265
4806 headache n,5256
4807 policeman n,5278
4808 yield n,5648
4809 projection n,5288
4814 drill v,5279
4810 battle v,5240
4815 cruel j,5128
4811 suitable j,5291
4812 mention n,5137
4813 graduation n,5218
4816 mansion n,5233
4817 regard n,5263
4818 grape n,5318
4819 authorize v,5209
4820 cottage n,5328
4821 driveway n,5459
4822 charm n,5157
4823 sexuality n,5531
4824 loyal j,5066
4825 clay n,5287
4826 pound v,5327
4827 balloon n,5187
4828 invention n,5211
4829 ego n,5239
4830 fare n,5362
4831 homework n,5093
4832 disc n,5403
4833 sofa n,5499
4834 guarantee n,5205
4835 availability n,5519
4836 radar n,5221
4837 frown v,5903
4838 regain v,5041
4839 leave n,5087
4840 permit n,5305
4841 sweater n,5392
4842 rehabilitation n,5547
4843 rubber j,5190
4844 retreat n,5132
4845 molecule n,5445
4846 freely r,5085
4847 favorable j,5324
4848 steadily r,5085
4849 veteran j,5312
4850 integrated j,5455
4851 ha u,5372
4852 youngster n,5184
4853 broadcast v,5138
4854 premium n,5279
4855 accountability n,5409
4856 overwhelm v,4976
4857 one-third m,5210
4858 contemplate v,5027
4859 update v,5227
4860 spark v,5071
4861 ironically r,5154
4862 fatigue n,5214
4863 beyond r,5036
4864 speculate v,5012
4865 marker n,5156
4866 low r,5024
4867 preach v,5063
4868 bucket n,5233
4869 bomb v,5275
4870 blond j,5479
4871 confession n,5074
4872 provoke v,5063
4873 marble n,5210
4874 substantially r,5344
4875 twist n,5060
4876 defender n,5136
4877 fish v,5183
4878 explicit j,5461
4879 transport n,5313
4880 disturbing j,4990
4881 surveillance n,5132
4882 magnetic j,5377
4883 technician n,5048
4884 mutter v,5753
4885 devastating j,5055
4889 neighboring j,5082
4890 soak v,5186
4886 depart v,5035
4891 ribbon n,5159
4887 arrow n,5208
4888 trauma n,5880
4892 meantime n,5022
4893 transmit v,5117
4894 screen v,5079
4895 harvest n,5125
4896 consecutive j,5471
4897 republican j,5297
4898 coordinate v,5152
4899 worldwide j,5089
4900 within r,5085
4901 spy n,5076
4902 slot n,5130
4903 riot n,5203
4904 nutrient n,5426
4905 citizenship n,5602
4906 severely r,5035
4907 sovereignty n,5541
4908 ridge n,5229
4909 brave j,5061
4910 lighting n,5081
4911 specify v,5379
4912 contributor n,5084
4913 frustrate v,4933
4914 crowd v,5083
4915 articulate v,5350
4916 importantly r,5130
4917 transit n,5226
4918 dense j,5061
4919 seminar n,5106
4920 electronics n,5116
4921 sunny j,5117
4922 shorts [PL] n,5148
4923 swell v,5125
4924 accusation n,4987
4925 soften v,5112
4926 photograph v,5006
4927 straighten v,5352
4928 terribly r,5096
4929 cue n,5186
4930 sudden r,5211
4931 bride n,5613
4932 biography n,5015
4933 hazard n,5159
4934 compelling j,4995
4935 seldom r,5009
4936 tile n,5200
4937 economically r,5169
4938 honestly r,5042
4939 troubled j,4991
4940 bow v,5293
4941 twentieth m,5458
4942 balanced j,5486
4943 foreigner n,5076
4944 launch n,5080
4945 convenience n,4972
4946 delight n,5038
4947 weave v,5015
4948 timber n,5150
4949 till c,5269
4950 accurately r,5156
4951 plea n,5000
4952 bulb n,5157
4953 copy v,4970
4954 flying j,5056
4955 sustainable j,5339
4956 devil n,5051
4957 bolt n,5148
4958 cargo n,4991
4959 spine n,5110
4960 seller n,5083
4961 skilled j,5047
4962 managing j,5126
4963 public r,4877
4964 marine j,5154
4965 dock n,5178
4966 organized j,5011
4967 fog n,5186
4968 diplomat n,5185
4969 boring j,4922
4970 sometime r,4938
4971 summary n,5304
4972 missionary n,5438
4973 epidemic n,5010
4974 fatal j,4875
4975 trim v,5113
4976 warehouse n,5020
4977 accelerate v,4923
4978 butterfly n,5031
4979 bronze n,5118
4980 drown v,5097
4981 inherent j,5339
4982 praise n,4896
4987 vacuum n,5028
4983 nationwide r,5104
4984 spit v,5286
4985 harvest v,5065
4986 kneel v,5467
4988 selected j,5315
4989 dictate v,4935
4990 stereotype n,5109
4991 sensor n,5154
4992 laundry n,5063
4997 kid v,5094
4993 manual n,5040
4994 pistol n,5261
4995 naval j,4990
4996 plaintiff n,5312
4998 middle-class j,5025
4999 apology n,4972
5000 till i,5079
5001 bore v,5030
5002 beloved j,4887
5003 website n,5336
5004 entertain v,4827
5005 chopped j,5493
5006 smoking n,4951
5007 bizarre j,4885
5008 overseas r,5006
5009 tribute n,4933
5010 retrieve v,5046
5011 devise v,4992
5012 bomber n,5145
5013 campaign v,5217
5014 nominate v,5038
5015 bargain n,4921
5016 skeptical j,4818
5017 scrutiny n,4884
5018 suppress v,4901
5019 rape v,5063
5020 brass n,4963
5021 considering c,4789
5022 drill n,4909
5023 unfortunate j,4789
5024 anchor n,4942
5025 hunt n,4975
5026 zero m,4850
5027 extract v,4873
5028 intensive j,4998
5029 betray v,4879
5030 consistency n,5173
5031 lift n,5020
5032 videotape n,5145
5033 developed j,5163
5034 bureaucracy n,5001
5035 clever j,4869
5036 interactive j,5034
5039 skiing n,5478
5040 critique n,5290
5041 congregation n,4954
5037 loser n,4819
5042 delicious j,4963
5038 challenging j,5002
5043 aboard i,4884
5044 reproduce v,5181
5045 march n,4844
5046 compassion n,4835
5047 Iranian j,5350
5048 contract v,4831
5049 exit v,5038
5050 GOP n,5169
5051 worm n,4981
5052 beneficial j,5124
5053 awkward j,4938
5054 legendary j,4904
5055 complication n,5042
5056 marijuana n,5118
5057 restoration n,4941
5058 composer n,4990
5059 concession n,4877
5060 militia n,5231
5061 authentic j,4933
5062 tenure n,5083
5063 rejection n,5009
5064 thief n,4852
5065 dome n,4894
5066 inadequate j,4999
5067 locker n,4935
5069 autumn n,4916
5070 subsequently r,5106
5071 faithful j,4755
5072 merger n,5111
5068 editorial j,4926
5073 haunt v,4730
5074 crude j,4816
5075 sheriff n,4914
5076 vague j,4779
5077 trader n,4952
5078 evoke v,4938
5079 pal n,4871
5080 objective j,5140
5081 completion n,5101
5082 vein n,4859
5083 scar n,4921
5084 progress v,4815
5085 surrender v,4735
5086 surge n,4977
5087 affirmative j,5335
5088 inspect v,4755
5089 stroke v,5120
5090 commentary n,4858
5091 sailor n,5241
5092 variance n,5737
5093 follower n,4742
5094 imperial j,4914
5095 suspension n,4953
5096 classic n,4829
5097 caller n,4998
5098 ranking n,4908
5099 compensate v,4834
5100 making n,4746
5101 fossil n,4970
5102 center v,4884
5103 stunning j,4779
5104 hover v,4940
5105 voice v,4690
5106 trout n,5103
5107 inappropriate j,4828
5108 fuck v,5548
5109 viable j,4854
5110 ray n,4872
5111 cowboy n,4783
5112 sketch n,4801
5113 clarify v,4939
5114 chat v,4757
5115 countless j,4709
5116 good r,4664
5117 copper n,4810
5118 upcoming j,4803
5119 ninth m,4814
5120 pupil n,5146
5121 combat v,4737
5122 foster j,4973
5123 strive v,4809
5124 lyrics [PL] n,4747
5125 neglect v,4732
5126 gambling n,4891
5127 ward n,4712
5128 warfare n,4807
5129 mound n,4776
5130 medieval j,4960
5131 rob v,4675
5132 learner n,5476
5133 reasonably r,4692
5134 commercial n,4824
5135 bang v,4927
5136 knot n,4880
5137 bad r,4587
5138 dragon n,5352
5139 advocacy n,4900
5140 tilt v,4942
5141 monetary j,5104
5142 prosperity n,4733
5143 antibiotic n,4999
5144 joint n,4791
5145 time v,4572
5146 spray v,4741
5151 fishery n,5553
5147 creator n,4697
5152 prosecute v,4820
5148 accumulate v,4737
5149 biologist n,4900
5150 electoral j,5207
5153 embody v,4978
5154 punch n,4716
5155 rug n,4858
5156 dull j,4874
5157 intervene v,4715
5158 raid n,4772
5159 glow n,4925
5160 crown n,4660
5161 fake j,4713
5162 illustration n,4844
5163 crab n,4803
5164 creep v,4935
5165 worthy j,4614
5166 satisfied j,4640
5167 hydrogen n,4901
5168 capitalism n,4932
5169 farming n,4750
5170 probability n,5122
5171 vinegar n,5080
5172 advisory j,4825
5173 organizer n,4741
5174 bar v,4650
5175 remedy n,4773
5181 fancy j,4678
5182 mandatory j,4687
5183 morality n,4908
5184 dive v,4754
5185 purely r,4691
5176 manuscript n,4871
5177 inability n,4797
5178 smash v,4896
5179 hopeful j,4590
5180 disagreement n,4721
5186 soda n,4777
5191 bass n,4927
5187 Iraqi n,5599
5188 advertise v,4576
5189 pick n,4847
5190 shiny j,4894
5192 memo n,4698
5193 lesser j,4637
5194 stun v,4658
5195 junk n,4698
5196 devoted j,4565
5197 manufacture v,4664
5198 board v,4590
5199 poorly r,4605
5200 affection n,4601
5201 mature j,4648
5202 stamp n,4611
5203 between r,4509
5204 silently r,5061
5205 fool v,4658
5206 colored j,4676
5207 warming n,4842
5208 philosopher n,4918
5209 clutch v,5097
5210 breakdown n,4575
5211 conceal v,4588
5212 retreat v,4631
5213 experiment v,4649
5214 monitoring n,4911
5215 kidney n,4683
5216 curl v,5041
5217 spin n,4627
5218 healing n,4678
5219 nineteenth m,5144
5220 goodness n,4629
5221 geography n,4979
5222 destiny n,4561
5223 remarkably r,4549
5224 alien j,4742
5225 literacy n,5212
5226 taxi n,4728
5227 leak v,4584
5228 solo n,4628
5229 narrative j,5237
5230 Australian j,4654
5231 trillion m,4720
5232 loving j,4532
5233 homicide n,4670
5234 parliament n,4998
5235 herd n,4651
5236 greenhouse n,4744
5237 outline n,4598
5238 biblical j,4771
5239 passionate j,4505
5240 expenditure n,4908
5241 probe n,4694
5242 pipeline n,4756
5243 fuel v,4591
5244 psychiatrist n,4562
5245 ruin n,4547
5246 atom n,4867
5247 snack n,4758
5248 hood n,4725
5249 ending n,4457
5250 migrant n,4951
5251 positively r,4914
5252 charming j,4722
5253 baking n,5039
5254 supplement n,4879
5255 ink n,4647
5256 distress n,4840
5257 competence n,5197
5258 adaptation n,4851
5259 Oscar n,4796
5260 imagery n,4947
5261 addiction n,4681
5262 pledge v,4588
5263 paradigm n,5074
5264 homeowner n,4789
5265 memorial n,4611
5266 large r,4548
5267 hierarchy n,4925
5268 infect v,4544
5269 double n,4634
5270 backward r,4692
5271 hike n,4808
5272 offend v,4468
5273 appetite n,4521
5274 left n,4516
5275 sympathetic j,4448
5276 reconstruction n,4713
5277 condom n,4866
5283 bleed v,4597
5284 comet n,5000
5285 explicitly r,4975
5286 ensemble n,4758
5287 anger v,4412
5278 hostility n,4614
5279 temporarily r,4461
5280 master v,4552
5281 litigation n,4741
5282 spectator n,4687
5293 twenty-five m,4590
5294 pea n,4696
5295 pesticide n,4923
5296 delegate n,5281
5297 tremble v,5055
5288 choke v,4669
5289 saint n,4566
5290 cocktail n,4626
5291 kick n,4709
5292 part-time j,4611
5298 preservation n,4665
5299 cautious j,4397
5300 trigger n,4499
5301 rotation n,4616
5302 adolescent j,5243
5303 affordable j,4642
5304 prejudice n,4596
5305 certificate n,4459
5306 Italian n,4495
5307 venture v,4476
5308 robe n,4850
5313 mercy n,4448
5309 price v,4618
5310 designate v,4625
5311 abruptly r,4781
5312 nod n,4859
5314 rookie n,4909
5315 pin v,4597
5316 scream n,4839
5317 classmate n,4411
5318 hurt j,4487
5319 cult n,4616
5320 acute j,4758
5321 motel n,4619
5322 hatred n,4393
5323 diameter n,4704
5324 nursing n,4735
5325 predecessor n,4477
5326 induce v,4692
5327 blast v,4492
5328 enlist v,4448
5329 disclosure n,4762
5330 juvenile j,4556
5331 fan v,4476
5332 open r,4699
5333 gown n,4638
5334 notably r,4606
5335 usual r,4472
5336 halt v,4418
5337 persistent j,4513
5338 correlate v,5132
5339 humanitarian j,4621
5340 update n,4538
5341 exile n,4480
5342 roar v,4669
5343 torture n,4508
5344 architectural j,4568
5345 chorus n,4422
5346 fountain n,4496
5347 revive v,4402
5348 endangered j,4553
5353 sour j,4501
5349 comic j,4433
5350 reside v,4574
5351 revenge n,4345
5352 unclear j,4477
5354 caution n,4383
5355 originate v,4558
5356 empirical j,5129
5357 lure v,4451
5358 compile v,4499
5359 nationally r,4497
5360 erupt v,4335
5361 graphic [PL] n,4731
5362 loom v,4432
5363 witch n,4577
5364 endorsement n,4527
5365 notable j,4511
5366 dusty j,4565
5367 glow v,4718
5368 trip v,4400
5369 cane n,4481
5370 fortunate j,4292
5371 least d,4337
5372 forge v,4368
5373 export v,4532
5374 disrupt v,4359
5375 commerce n,4567
5376 aging j,4402
5377 rap n,4542
5378 surgical j,4618
5379 breakthrough n,4412
5380 specialized j,4594
